Va,Vb,Vc,Ia,Ib,Ic,Fault
-50.77654962,216.5866949,-171.3012332,1.009249995,0.362311554,0.129984909,ABG
-74.253885,201.0853565,-129.0048345,0.932626314,0.448499569,0.134474206,ABG
-97.00969349,183.7399322,-85.56610166,0.848989568,0.530700713,0.137760461,ABG
-118.8748419,164.737233,-41.37060445,0.759070993,0.608194654,0.13981457,ABG
-139.6922804,144.2829557,3.189373495,0.663665633,0.680294798,0.140618367,ABG
-159.3114307,122.5928503,47.71831651,0.56362544,0.74635422,0.140164783,ABG
-177.5829156,99.88419828,91.82098759,0.459850303,0.805772817,0.138457911,ABG
-194.3552807,76.36928004,135.1059365,0.353277341,0.858005353,0.135512966,ABG
-209.4747258,52.25187768,177.1889739,0.244869168,0.902569715,0.131356149,ABG
-222.7878298,27.72682642,217.6965814,0.135601897,0.939054645,0.126024415,ABG
-234.1466299,2.982002911,256.2692265,0.026453622,0.967126244,0.119565142,ABG
-243.4153203,-21.79795664,292.5645531,-0.081606075,0.986532749,0.112035712,ABG
-250.4778059,-46.42694661,326.2604201,-0.187625202,0.997107234,0.103503,ABG
-255.2450897,-70.71268627,357.0577601,-0.29067681,0.9987681,0.094042781,ABG
-257.6611333,-94.45335586,384.6832332,-0.389864902,0.991517481,0.083739055,ABG
-257.7058625,-117.4368787,408.891653,-0.484329195,0.97543803,0.072683304,ABG
-255.3947234,-139.4434257,429.4681621,-0.573249344,0.950688779,0.060973681,ABG
-250.7752064,-160.2507045,446.2301385,-0.65584928,0.917500778,0.048714136,ABG
-243.9213194,-179.6410383,459.0288168,-0.731402126,0.876173079,0.036013497,ABG
-234.9269881,-197.4092395,467.7506077,-0.799235947,0.827069374,0.022984505,ABG
-223.8992648,-213.3703889,472.3181061,-0.858740382,0.77061544,0.009742809,ABG
-210.9523031,-227.3665515,472.690778,-0.909373987,0.707297283,-0.00359405,ABG
-196.203203,-239.2713204,468.8653203,-0.950671933,0.637659714,-0.016907691,ABG
-179.7706384,-248.9912711,460.87569,-0.982253412,0.5623048,-0.030079936,ABG
-161.7764257,-256.4641702,448.792803,-1.003828049,0.481889544,-0.042993863,ABG
-142.3492489,-261.6547201,432.7239046,-1.015200631,0.397122214,-0.055534838,ABG
-121.6293264,-264.5490645,412.8116181,-1.016273783,0.308756992,-0.067591535,ABG
-99.77292846,-265.1491495,389.2326792,-1.007048431,0.217586883,-0.079056923,ABG
-76.95591025,-263.4677859,362.1963677,-0.987622181,0.124435065,-0.089829214,ABG
-53.37550533,-259.5251825,331.94265,-0.958185881,0.030145002,-0.099812768,ABG
-29.24964168,-253.3476997,298.7400501,-0.919018843,-0.064430118,-0.10891894,ABG
-4.813327011,-244.9692966,262.8832665,-0.870483345,-0.158437976,-0.117066869,ABG
19.6876176,-234.4354103,224.6905567,-0.813019077,-0.251037028,-0.124184193,ABG
44.00438572,-221.8081991,184.500913,-0.74713804,-0.341405178,-0.130207694,ABG
67.89319865,-207.171796,142.671054,-0.673420112,-0.428746951,-0.135083859,ABG
91.12240208,-190.6364949,99.57225838,-0.592509262,-0.512299209,-0.138769354,ABG
113.4779299,-172.3411795,55.58707026,-0.505110138,-0.59133561,-0.141231412,ABG
134.7666282,-152.4535148,11.10590344,-0.411984675,-0.665170196,-0.142448123,ABG
154.8170526,-131.1675418,-33.47642359,-0.313948257,-0.733160556,-0.142408629,ABG
173.4776663,-108.6986321,-77.76419202,-0.211864927,-0.794711087,-0.141113224,ABG
190.6130201,-85.27641035,-121.3642952,-0.106641168,-0.849276819,-0.138573348,ABG
206.0991406,-61.13690228,-163.889728,0.00078194,-0.896368061,-0.134811488,ABG
219.8194731,-36.51528243,-204.963022,0.109438159,-0.935555826,-0.129860983,ABG
231.6623128,-11.64018286,-244.2195963,0.218346738,-0.96647771,-0.123765723,ABG
241.5201642,13.26996859,-281.3109937,0.326523805,-0.988843795,-0.116579761,ABG
249.2911795,38.00840319,-315.9079742,0.432993904,-1.002442028,-0.108366839,ABG
254.8826629,62.37924649,-347.7034376,0.536801113,-1.007142561,-0.099199816,ABG
258.2163413,86.19480905,-376.4151497,0.637019177,-1.002900552,-0.089160024,ABG
259.2345752,109.2717375,-401.7882482,0.732760232,-0.989757067,-0.078336547,ABG
257.9062169,131.4272948,-423.5975046,0.823181929,-0.967837953,-0.06682543,ABG
254.23088,152.4769902,-441.6493244,0.907493076,-0.937350896,-0.054728823,ABG
248.2409091,172.2342504,-455.7834657,0.984958148,-0.898581055,-0.042154078,ABG
240.0009079,190.5122612,-465.8744615,1.054901098,-0.851885817,-0.029212795,ABG
229.6050044,207.1277864,-471.8327337,1.116708911,-0.797689183,-0.016019826,ABG
217.1721901,221.9066209,-473.6053886,1.169835292,-0.736476237,-0.002692264,ABG
202.8402874,234.6901123,-471.1766864,1.213804755,-0.668788098,0.010651608,ABG
186.7594815,245.3418147,-464.5681809,1.248217287,-0.595217546,0.023893358,ABG
169.0866371,253.7530498,-453.8385281,1.272753426,-0.516405298,0.036915463,ABG
149.981423,259.8463547,-439.0829656,1.287179433,-0.433036648,0.049602352,ABG
129.6046635,263.5764001,-420.4324671,1.291351997,-0.345838022,0.061841429,ABG
108.1187493,264.9285549,-398.0525795,1.285221961,-0.255572981,0.073524077,ABG
85.68963852,263.9155727,-372.1419532,1.26883659,-0.163037275,0.08454662,ABG
62.48988266,260.5729799,-342.930579,1.242340085,-0.069052713,0.094811247,ABG
38.70199828,254.9538564,-310.6777458,1.205972148,0.025540283,0.104226874,ABG
14.5212829,247.1239283,-275.6697388,1.160064624,0.119891372,0.11270996,ABG
-9.84294054,237.1580065,-238.2172986,1.10503647,0.213149925,0.120185244,ABG
-34.16835683,225.1384972,-198.6528621,1.04138751,0.304475103,0.126586413,ABG
-58.22303189,211.1560706,-157.3276117,0.96969154,0.393045775,0.131856693,ABG
-81.77062802,195.3120121,-114.6083578,0.890589309,0.478069738,0.135949349,ABG
-104.5767231,177.7215446,-70.87428286,0.804781753,0.558791821,0.138828102,ABG
-126.4154877,158.5174024,-26.5135754,0.713023706,0.634500661,0.14046745,ABG
-147.0759797,137.8529423,18.08001572,0.616118155,0.704534055,0.140852893,ABG
-166.3672416,115.9040077,62.5106763,0.514910936,0.768283021,0.13998106,ABG
-184.1214068,92.86877933,106.3840401,0.410285583,0.825194842,0.137859742,ABG
-200.1944052,68.96523102,149.3106892,0.30315792,0.874775543,0.134507818,ABG
-214.4644872,44.42644106,190.9096106,0.194469949,0.91659225,0.129955089,ABG
-226.8292829,19.49450174,230.8115776,0.085182729,0.950275798,0.124242013,ABG
-237.2022557,-5.586084389,268.6624273,-0.023731891,0.975523744,0.117419345,ABG
-245.5093123,-30.57473284,304.1262034,-0.131300631,0.992103784,0.109547686,ABG
-251.686207,-55.24016505,336.8881386,-0.236558996,0.999857386,0.100696944,ABG
-255.6773352,-79.36423858,366.6574476,-0.338561991,0.998703364,0.090945715,ABG
-257.4363862,-102.7437234,393.1699081,-0.436394864,0.988640941,0.080380585,ABG
-256.9289273,-125.1899323,416.1902057,-0.529183303,0.969751841,0.06909536,ABG
-254.1364142,-146.5266912,435.5140221,-0.616102595,0.942200958,0.057190235,ABG
-249.0607307,-166.5875268,450.9698488,-0.696385414,0.906235367,0.044770904,ABG
-241.7283377,-185.2129788,462.4205085,-0.769328116,0.862181607,0.031947624,ABG
-232.1933199,-202.2487335,469.7643733,-0.834295615,0.810441418,0.018834233,ABG
-220.538848,-217.5450509,472.9362658,-0.890725044,0.751486199,0.005547145,ABG
-206.8767147,-230.9578194,471.908038,-0.938128531,0.685850603,-0.007795687,ABG
-191.3447784,-242.3513991,466.6888209,-0.976095442,0.614125704,-0.021075815,ABG
-174.1025333,-251.6030318,457.3249435,-1.004294499,0.536952223,-0.034175347,ABG
-155.3255149,-258.6081099,443.8995215,-1.022476038,0.455014163,-0.046977994,ABG
-135.1995188,-263.2853272,426.5317199,-1.030474515,0.369033023,-0.059370101,ABG
-113.9155214,-265.580832,405.3756949,-1.028211154,0.279762572,-0.071241654,ABG
-91.66588159,-265.4708074,380.6192266,-1.015696445,0.187983964,-0.082487259,ABG
-68.64210412,-262.9622129,352.4820517,-0.993032163,0.094500908,-0.093007076,ABG
-45.0342548,-258.0916072,321.2139137,-0.960412505,0.000134581,-0.102707702,ABG
-21.03193561,-250.9221625,287.0923463,-0.918123973,-0.094282058,-0.111503004,ABG
3.173598304,-241.5393034,250.4202106,-0.866543701,-0.187910789,-0.119314882,ABG
27.3869708,-230.0457837,211.5230065,-0.806136045,-0.279915635,-0.126073963,ABG
51.4067959,-216.5571518,170.7459845,-0.737447516,-0.369471228,-0.131720213,ABG
75.02509484,-201.1983547,128.4510809,-0.661100278,-0.455771786,-0.136203476,ABG
98.02836163,-184.1018485,85.01370573,-0.577784629,-0.538040261,-0.139483916,ABG
120.200279,-165.407244,40.81941086,-0.48825087,-0.615537241,-0.141532371,ABG
141.3258858,-145.2623146,-3.739532301,-0.393301008,-0.68756915,-0.142330614,ABG
161.196845,-123.8250453,-48.26761441,-0.29378063,-0.753495414,-0.141871514,ABG
179.6172196,-101.2661567,-92.36959872,-0.190571239,-0.8127343,-0.140159098,ABG
196.4089178,-77.77129578,-135.6540292,-0.084583148,-0.864767369,-0.13720852,ABG
211.4159535,-53.54206796,-177.7367052,0.023251147,-0.909142616,-0.133045924,ABG
224.5069618,-28.79537853,-218.2440918,0.131983343,-0.945476591,-0.127708214,ABG
235.5758389,-3.760980896,-256.8166353,0.240655793,-0.97345584,-0.121242723,ABG
244.5407198,21.3225268,-293.1119549,0.348308331,-0.992838015,-0.1137068,ABG
251.3416832,46.21284107,-326.8078818,0.453985692,-1.003452924,-0.105167294,ABG
255.9376679,70.66972004,-357.6053193,0.556745659,-1.005203709,-0.095699967,ABG
258.303223,94.46072978,-385.2308974,0.655667916,-0.998068193,-0.085388816,ABG
258.4258451,117.3661967,-409.4393997,0.749863466,-0.982100332,-0.074325334,ABG
256.3045626,139.1826841,-430.0159403,0.838484279,-0.957431484,-0.06260769,ABG
251.9500788,159.7246633,-446.7778713,0.920732728,-0.924271162,-0.050339864,ABG
245.3863504,178.8244879,-459.5764039,0.995870383,-0.882906878,-0.037630721,ABG
236.6531655,196.3310905,-468.2979297,1.063225745,-0.833702781,-0.024593046,ABG
225.8091738,212.1079407,-472.8650289,1.122200694,-0.777096905,-0.01134254,ABG
212.9348084,226.0308148,-473.2371578,1.172275486,-0.713596971,0.002003205,ABG
198.134505,237.9859652,-469.4110087,1.213012335,-0.643774849,0.015325752,ABG
181.53761,247.8692952,-461.4205393,1.244057701,-0.568259888,0.028506869,ABG
163.2975408,255.5869738,-449.336671,1.2651436,-0.487731492,0.04142958,ABG
143.5891409,261.0575532,-433.26666,1.276088249,-0.402911368,0.053979202,ABG
122.6045822,264.215236,-413.3531446,1.276796406,-0.314555835,0.066044366,ABG
100.5484219,265.0136969,-389.7728792,1.267259596,-0.223448502,0.077518004,ABG
77.6324577,263.4298234,-362.7351654,1.247556331,-0.130393448,0.0882983,ABG
54.07095248,259.4668158,-332.479994,1.217852267,-0.036208946,0.098289594,ABG
30.07674061,253.1561504,-299.2759144,1.178400152,0.058278386,0.107403231,ABG
5.858658461,244.5579803,-263.4176513,1.129539311,0.152239191,0.115558349,ABG
-18.37947425,233.7597669,-225.2234878,1.071694344,0.244847027,0.122682596,ABG
-42.43846477,220.8733037,-185.0324406,1.005372721,0.335284337,0.128712771,ABG
-66.12244599,206.0306551,-143.2012505,0.931161024,0.422748958,0.133595387,ABG
-89.23732822,189.3796973,-100.1012158,0.849719763,0.506461223,0.137287144,ABG
-111.5896199,171.0799029,-56.11489644,0.761776821,0.585671568,0.139755313,ABG
-132.9860759,151.2988572,-11.63271822,0.668119727,0.659668454,0.14097803,ABG
-153.2344966,130.2098534,32.9504926,0.569587062,0.727786289,0.140944482,ABG
-172.145874,107.990795,77.23901401,0.46705935,0.789412994,0.13965501,ABG
-189.5378537,84.82440128,120.8397406,0.361449836,0.843996851,0.137121102,ABG
-205.2391529,60.89938429,163.3656731,0.253695502,0.891052273,0.133365292,ABG
-219.0942972,36.41199084,204.4393527,0.144748563,0.9301643,0.128420958,ABG
-230.9679685,11.56722827,243.6962123,0.035568547,0.960991755,0.122332027,ABG
-240.7483885,-13.42077274,280.7878113,-0.072885105,0.983269152,0.115152585,ABG
-248.3493906,-38.32957874,315.3849291,-0.179660059,0.996807555,0.106946395,ABG
-253.7110221,-62.93059037,347.1804866,-0.28381794,1.001494661,0.097786333,ABG
-256.7986704,-86.99247745,375.8922719,-0.384441243,0.997294369,0.087753737,ABG
-257.6009174,-110.2856846,401.265445,-0.480640499,0.98424613,0.076937692,ABG
-256.1265971,-132.5875129,423.0747999,-0.571561827,0.962464252,0.065434232,ABG
-252.4017131,-153.6870999,441.1267628,-0.656394868,0.93213724,0.053345491,ABG
-246.4668613,-173.3896381,455.2611104,-0.734380949,0.893527093,0.040778799,ABG
-238.3755937,-191.5193794,465.3523923,-0.804821207,0.846968369,0.027845723,ABG
-228.1938911,-207.9212476,471.3110437,-0.867084327,0.792866753,0.014661085,ABG
-216.0007024,-222.4610888,473.0841807,-0.920613565,0.731696871,0.001341934,ABG
-201.8893697,-235.0247371,470.6560695,-0.964932728,0.66399912,-0.011993483,ABG
-185.9695884,-245.5162388,464.048266,-0.999650878,0.590375347,-0.025226777,ABG
-168.369372,-253.8557658,453.3194244,-1.02446562,0.511483322,-0.038240467,ABG
-149.2363985,-259.9778417,438.5647769,-1.039164974,0.428030095,-0.050919018,ABG
-128.7382184,-263.8304036,419.9152881,-1.043627991,0.340764445,-0.063149872,ABG
-107.0610671,-265.3749656,397.5364926,-1.037824341,0.250468759,-0.074824441,ABG
-84.40731441,-264.5878567,371.6270261,-1.021813179,0.157950674,-0.085839076,ABG
-60.99179232,-261.4623083,342.4168622,-0.995741532,0.064034828,-0.096095983,ABG
-37.03734841,-256.0110531,310.1652713,-0.959842409,-0.03044505,-0.105504093,ABG
-12.77008069,-248.2690002,275.1585195,-0.914432765,-0.124653503,-0.113979869,ABG
11.5851916,-238.2954466,237.7073277,-0.859911335,-0.217760118,-0.121448048,ABG
35.80866175,-226.1752907,198.1441139,-0.796756226,-0.308945763,-0.127842308,ABG
59.68808018,-212.018871,156.8200427,-0.72552208,-0.397408456,-0.133105859,ABG
83.02000549,-195.960355,114.1019087,-0.646836547,-0.48236908,-0.137191946,ABG
105.6099421,-178.1548799,70.36888042,-0.56139585,-0.563077169,-0.140064263,ABG
127.2717151,-158.7748241,26.00913544,-0.46995927,-0.638816902,-0.141697277,ABG
147.8264926,-138.0056474,-18.58358533,-0.373342506,-0.708913355,-0.142076454,ABG
167.1018964,-116.0417679,-63.01347237,-0.272409942,-0.772738989,-0.14119839,ABG
184.9316631,-93.0829675,-106.8861607,-0.168065986,-0.829720207,-0.139070837,ABG
201.1562478,-69.33174695,-149.8122305,-0.061245729,-0.879343756,-0.135712642,ABG
215.6245593,-44.99184702,-191.4106631,0.047094721,-0.921162656,-0.131153571,ABG
228.1967215,-20.26786057,-231.3122239,0.155987902,-0.954801335,-0.125434053,ABG
238.7475063,4.634392099,-269.1627386,0.264464335,-0.979959717,-0.118604816,ABG
247.1699663,29.50716912,-304.6262381,0.371561342,-0.996416101,-0.110726441,ABG
253.3788006,54.14023456,-337.3879399,0.476331234,-1.004028766,-0.101868819,ABG
257.3130299,78.32080658,-367.1570426,0.577848865,-1.002736376,-0.092110538,ABG
258.9376089,101.8343749,-393.6693071,0.67521865,-0.992557328,-0.081538179,ABG
258.2437257,124.4666168,-416.6894021,0.767581185,-0.973588262,-0.070245552,ABG
255.2477622,146.0064176,-436.0129933,0.854119688,-0.946002012,-0.058332859,ABG
249.9891595,166.2497332,-451.4685568,0.934066411,-0.910045238,-0.04590581,ABG
242.5276387,185.0038311,-462.9189019,1.006709135,-0.866035916,-0.033074679,ABG
232.9402767,202.0913948,-470.2623891,1.071397722,-0.814360742,-0.019953331,ABG
221.3188739,217.3540461,-473.4338319,1.127550612,-0.755472434,-0.006658203,ABG
207.7679441,230.6549465,-472.4050759,1.174661086,-0.689886806,0.006692719,ABG
192.4035575,241.8802406,-467.1852486,1.212303011,-0.618179444,0.019980959,ABG
175.3531245,250.939253,-457.8206782,1.240135818,-0.540981785,0.033088593,ABG
156.7559909,257.7635672,-444.3944828,1.257908419,-0.458976414,0.045899302,ABG
136.7644937,262.3053398,-427.0258323,1.265461874,-0.372891439,0.058299402,ABG
115.5449907,264.5353438,-405.8688908,1.262730687,-0.283493916,0.070178856,ABG
93.27839286,264.4412187,-381.1114478,1.249742788,-0.191582438,0.081432247,ABG
70.15985922,262.0262796,-352.9732519,1.226618285,-0.097979048,0.091959715,ABG
46.39746772,257.3090846,-321.7040598,1.193567212,-0.00352076,0.101667847,ABG
22.20980674,250.3238315,-287.5814194,1.150886501,0.090949039,0.110470503,ABG
-2.17741699,241.1215061,-250.908206,1.098956405,0.184589015,0.118289579,ABG
-26.53547444,229.7715222,-212.0099342,1.038236594,0.276567882,0.125055705,ABG
-50.63696645,216.3634273,-171.2318683,0.969262052,0.366071805,0.130708857,ABG
-74.25991848,201.008184,-128.9359577,0.892638822,0.452311128,0.135198891,ABG
-97.19118327,183.8386176,-85.49762381,0.809039512,0.534526502,0.138485989,ABG
-119.2288938,165.0087978,-41.30242807,0.719198444,0.6119945,0.14054101,ABG
-140.1838897,144.6923057,3.257350587,0.623906282,0.684032898,0.141345749,ABG
-159.880179,123.0794763,47.78619766,0.524003967,0.750005772,0.140893101,ABG
-178.1546296,100.3738378,91.88887372,0.420375863,0.809328538,0.139187122,ABG
-194.8562196,76.78810767,135.1739226,0.313942039,0.861473003,0.136242991,ABG
-209.8452817,52.54020832,177.2571461,0.205649742,0.905972417,0.132086878,ABG
-222.9931728,27.84976313,217.765014,0.096464214,0.942426394,0.126755709,ABG
-234.1826724,2.935402945,256.3379793,-0.012640935,0.970505516,0.120296842,ABG
-243.3092032,-21.98699371,292.6336703,-0.120693469,0.989955369,0.112767643,ABG
-250.2827864,-46.70518979,326.3299284,-0.226732138,1.000599773,0.104234975,ABG
-255.0305176,-71.0107965,357.1276684,-0.329815866,1.002343009,0.09477461,ABG
-257.4992582,-94.69907851,384.7535327,-0.429032341,0.995170901,0.084470552,ABG
-257.6581583,-117.5687195,408.9623174,-0.523505871,0.979150702,0.073414293,ABG
-255.5005937,-139.4219464,429.5391492,-0.612404492,0.954429834,0.061704001,ABG
-251.0451589,-160.0653503,446.301392,-0.694946387,0.92123361,0.049443647,ABG
-244.3355324,-179.3115724,459.100268,-0.77040575,0.879862162,0.036742084,ABG
-235.4392474,-196.9818089,467.8221785,-0.838118241,0.830686789,0.023712081,ABG
-224.4455747,-212.9089158,472.3897118,-0.897486177,0.774145953,0.010469321,ABG
-211.4628222,-226.9408003,472.7623303,-0.947983519,0.710741074,-0.002868625,ABG
-196.6153993,-238.943745,468.9367304,-0.989160672,0.641032207,-0.016183342,ABG
-180.0410193,-248.8052882,460.9468717,-1.020649029,0.565633623,-0.029356622,ABG
-161.888391,-256.436308,448.8636756,-1.042165114,0.485209233,-0.04227151,ABG
-142.3156458,-261.7720666,432.7943956,-1.053514128,0.400467719,-0.054813347,ABG
-121.4895616,-264.7721571,412.8816657,-1.054592661,0.312157231,-0.066870783,ABG
-99.58543882,-265.4195058,389.3022342,-1.045390366,0.221059502,-0.07833677,ABG
-76.78734134,-263.7187275,362.2653947,-1.025990441,0.127983298,-0.089109507,ABG
-53.28836793,-259.6941785,332.0111288,-0.996568858,0.033757204,-0.099093344,ABG
-29.29062765,-253.3880518,298.807976,-0.95739235,-0.060778173,-0.108199637,ABG
-5.004626401,-244.8588217,262.9506502,-0.908815268,-0.15477845,-0.116347526,ABG
19.35215848,-234.1802823,224.7574235,-0.851275471,-0.247403922,-0.123464661,ABG
43.55760551,-221.441289,184.567302,-0.785289464,-0.337827993,-0.129487836,ABG
67.38808229,-206.746132,142.7370163,-0.711447025,-0.4252453,-0.134363557,ABG
90.62210911,-190.2152887,99.63785524,-0.630405509,-0.508879325,-0.138048513,ABG
113.0441783,-171.9862088,55.65237072,-0.54288395,-0.587989348,-0.140509962,ABG
134.4483557,-152.2137819,11.17098186,-0.44965704,-0.661876665,-0.141726022,ABG
154.6413487,-131.070204,-33.41149016,-0.351548928,-0.729890104,-0.141685864,ABG
173.4448054,-108.7440313,-77.69932656,-0.249426816,-0.791430909,-0.140389808,ABG
190.6967067,-85.43831687,-121.2994234,-0.144194195,-0.845957111,-0.137849322,ABG
206.2518591,-61.36786247,-163.8247806,-0.036783641,-0.892987523,-0.13408692,ABG
219.9816601,-36.75578824,-204.8979374,0.071850933,-0.932105486,-0.129135962,ABG
231.7734486,-11.82976209,-244.1543223,0.180742598,-0.962962419,-0.123040358,ABG
241.529806,13.18172088,-281.2454891,0.288920252,-0.985281175,-0.115854177,ABG
249.1681193,38.05266761,-315.8422103,0.395417837,-0.998859094,-0.10764117,ABG
254.620623,62.56228472,-347.6373987,0.499283745,-1.003570641,-0.098474202,ABG
257.8350263,86.49691251,-376.3488335,0.599590173,-0.999369422,-0.088434607,ABG
258.7757221,109.6511767,-401.7216655,0.695442177,-0.986289414,-0.077611464,ABG
257.4254447,131.8284694,-423.5306791,0.785986194,-0.964445246,-0.066100809,ABG
253.787111,152.841007,-441.5822914,0.870417844,-0.934031407,-0.05400478,ABG
247.8854916,172.5097995,-455.7162705,0.947988914,-0.895320364,-0.041430713,ABG
239.7683612,190.664869,-465.8071578,1.018013483,-0.84865962,-0.028490186,ABG
229.506876,207.1459577,-471.7653818,1.079873246,-0.794467876,-0.015298031,ABG
217.1950539,221.8038375,-473.5380529,1.133022131,-0.733230437,-0.001971315,ABG
202.948363,234.5022127,-471.1094334,1.176990336,-0.665494098,0.011371702,ABG
186.9015302,245.1200957,-464.5010765,1.211387883,-0.591861667,0.024612613,ABG
169.2057906,253.5544358,-453.7716356,1.235907775,-0.512986322,0.03763392,ABG
150.0258922,259.7226869,-439.0163435,1.250328794,-0.429565875,0.05032007,ABG
129.5372072,263.5649661,-420.3661671,1.254517885,-0.342337006,0.062558489,ABG
107.9232578,265.0455036,-397.9866448,1.248432032,-0.252069416,0.074240575,ABG
85.37383404,264.1532129,-372.0764174,1.232119467,-0.159559823,0.085262666,ABG
62.08373971,260.9013586,-342.8654648,1.20572005,-0.065625696,0.095526957,ABG
38.25207925,255.3264228,-310.6130644,1.169464665,0.028901357,0.104942371,ABG
14.08191085,247.4863609,-275.6054899,1.123673535,0.123182615,0.113425365,ABG
-10.2199795,237.4585106,-238.1534705,1.068753389,0.21637967,0.120900674,ABG
-34.44347235,225.3374642,-198.5894323,1.005193527,0.307662204,0.127301978,ABG
-58.37595735,211.2332068,-157.2645478,0.933560851,0.396215972,0.13257249,ABG
-81.80381759,195.2697369,-114.545619,0.85449406,0.481250817,0.136665462,ABG
-104.5146036,177.5842438,-70.81182111,0.76869718,0.562008469,0.139544595,ABG
-126.2997988,158.3267695,-26.45133752,0.67693266,0.637769945,0.141184369,ABG
-146.9579733,137.6601799,18.14208625,0.58001419,0.707862335,0.141570263,ABG
-166.2980649,115.7602124,62.57263736,0.478799391,0.771664864,0.140698884,ABG
-184.1424972,92.81533779,106.4459489,0.374182454,0.828614156,0.138578003,ABG
-200.3298448,69.02617708,149.3726003,0.267086738,0.878208696,0.135226478,ABG
-214.7168099,44.60426374,190.971574,0.158457297,0.920012556,0.130674092,ABG
-227.1793804,19.77005303,230.8736374,0.04925327,0.95365849,0.124961288,ABG
-237.613197,-5.249768738,268.7246198,-0.059559958,0.978850519,0.118138805,ABG
-245.9332861,-30.22549004,304.1885567,-0.167018868,0.9953661,0.110267236,ABG
-252.0733933,-54.92783286,336.9506709,-0.27217021,1.003057949,0.101416481,ABG
-255.9851798,-79.13138021,366.7201675,-0.374079629,1.001855521,0.091665134,ABG
-257.6375279,-102.6177003,393.232814,-0.471840423,0.991766095,0.081099781,ABG
-257.0161669,-125.1779353,416.2532862,-0.564582253,0.97287537,0.069814231,ABG
-254.1237538,-146.6147015,435.5772567,-0.651479612,0.945347455,0.057908689,ABG
-248.9804217,-166.743269,451.0332086,-0.731759836,0.909424089,0.045488857,ABG
-241.6246727,-185.3921297,462.4839574,-0.80471046,0.865422996,0.032665007,ABG
-232.1143853,-202.4031708,469.8278693,-0.869685749,0.813735274,0.019550992,ABG
-220.5276688,-217.6317096,472.9997627,-0.926112342,0.754821832,0.006263244,ABG
-206.9633154,-230.9466325,471.971487,-0.973493944,0.689208907,-0.007080267,ABG
-191.5406489,-242.2308331,466.7521723,-1.011415136,0.617482791,-0.020361075,ABG
-174.3986446,-251.3820728,457.3881484,-1.039544353,0.540283923,-0.033461268,ABG
-155.6942836,-258.3143002,443.9625337,-1.057636147,0.458300525,-0.046264542,ABG
-135.600231,-262.959343,426.5944971,-1.065532841,0.372261964,-0.058657224,ABG
-114.3020407,-265.2687766,405.4382005,-1.063165654,0.282932007,-0.070529289,ABG
-91.9951649,-265.2156967,380.6814306,-1.050555343,0.191102074,-0.081775331,ABG
-68.88205078,-262.7961265,352.5439316,-1.027812332,0.097584522,-0.0922955,ABG
-45.16955295,-258.0298435,321.2754554,-0.995136273,0.003205983,-0.10199639,ABG
-21.06681396,-250.9604865,287.1535444,-0.952814946,-0.09119931,-0.110791864,ABG
3.216320917,-241.6548977,250.481068,-0.901222363,-0.184796259,-0.118603824,ABG
27.47038397,-230.2017469,211.5835348,-0.840816002,-0.276755773,-0.1253629,ABG
51.48699155,-216.7095917,170.806203,-0.772133065,-0.366261795,-0.131009066,ABG
75.05939432,-201.3046148,128.5110161,-0.695785749,-0.452518514,-0.135492176,ABG
97.98312282,-184.1283145,85.07339015,-0.612455571,-0.534757669,-0.138772405,ABG
120.0569462,-165.3353922,40.87888183,-0.522886831,-0.612245852,-0.140820606,ABG
141.0842799,-145.0920015,-3.680233983,-0.427879386,-0.684291644,-0.141618565,ABG
160.8750835,-123.5744258,-48.20844594,-0.328280897,-0.750252397,-0.141159167,ABG
179.2481972,-100.9681635,-92.31051678,-0.224978752,-0.809540501,-0.139446457,ABG
196.0339837,-77.4673155,-135.5949915,-0.118891823,-0.861628957,-0.136495602,ABG
211.077064,-53.27409247,-177.6776719,-0.01096221,-0.906056163,-0.132332763,ABG
224.2388872,-28.59821057,-218.1850267,0.097852947,-0.94242983,-0.126994854,ABG
235.3998789,-3.655948271,-256.7575072,0.206589544,-0.970430048,-0.120529224,ABG
244.4609768,21.33129832,-293.0527386,0.314284489,-0.989811545,-0.112993227,ABG
251.3444692,46.13902211,-326.7485587,0.419983623,-1.000405232,-0.104453721,ABG
255.9941506,70.54213165,-357.545878,0.522749627,-1.002119147,-0.094986472,ABG
258.3748978,94.31787212,-385.171334,0.621669942,-0.994938871,-0.084675479,ABG
258.471833,117.2489505,-409.3797178,0.715864719,-0.9789275,-0.073612231,ABG
256.2892914,139.1266299,-429.9561506,0.804494732,-0.954225196,-0.061894896,ABG
251.8498205,159.7535435,-446.7179913,0.886769188,-0.9210483,-0.049627447,ABG
245.1934117,178.9460154,-459.5164571,0.961953272,-0.879687937,-0.036918739,ABG
236.3770711,196.5357648,-468.2379446,1.029375276,-0.830508042,-0.023881548,ABG
225.4747358,212.3709777,-472.805038,1.088433127,-0.77394269,-0.010631561,ABG
212.5774399,226.316832,-473.1771965,1.138600151,-0.71049267,0.002713641,ABG
197.793576,238.2556247,-469.3511138,1.179429952,-0.640721239,0.016035636,ABG
181.2490578,248.086692,-461.3607478,1.210560323,-0.565249072,0.029216205,ABG
163.0871806,255.7263249,-449.277019,1.231716172,-0.484748466,0.042138386,ABG
143.4679957,261.1078653,-433.2071812,1.242711484,-0.399936891,0.054687508,ABG
